Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides TMT_BP123	Peptides TMT_BP456	Razor + unique peptides TMT_BP123	Razor + unique peptides TMT_BP456	Unique peptides TMT_BP123	Unique peptides TMT_BP456	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 TMT_BP123	Reporter intensity corrected 2 TMT_BP123	Reporter intensity corrected 3 TMT_BP123	Reporter intensity corrected 4 TMT_BP123	Reporter intensity corrected 5 TMT_BP123	Reporter intensity corrected 6 TMT_BP123	Reporter intensity corrected 1 TMT_BP456	Reporter intensity corrected 2 TMT_BP456	Reporter intensity corrected 3 TMT_BP456	Reporter intensity corrected 4 TMT_BP456	Reporter intensity corrected 5 TMT_BP456	Reporter intensity corrected 6 TMT_BP456	Reporter intensity 1 TMT_BP123	Reporter intensity 2 TMT_BP123	Reporter intensity 3 TMT_BP123	Reporter intensity 4 TMT_BP123	Reporter intensity 5 TMT_BP123	Reporter intensity 6 TMT_BP123	Reporter intensity 1 TMT_BP456	Reporter intensity 2 TMT_BP456	Reporter intensity 3 TMT_BP456	Reporter intensity 4 TMT_BP456	Reporter intensity 5 TMT_BP456	Reporter intensity 6 TMT_BP456	Reporter intensity count 1 TMT_BP123	Reporter intensity count 2 TMT_BP123	Reporter intensity count 3 TMT_BP123	Reporter intensity count 4 TMT_BP123	Reporter intensity count 5 TMT_BP123	Reporter intensity count 6 TMT_BP123	Reporter intensity count 1 TMT_BP456	Reporter intensity count 2 TMT_BP456	Reporter intensity count 3 TMT_BP456	Reporter intensity count 4 TMT_BP456	Reporter intensity count 5 TMT_BP456	Reporter intensity count 6 TMT_BP456	Sequence coverage TMT_BP123 [%]	Sequence coverage TMT_BP456 [%]	Intensity	Intensity TMT_BP123	Intensity TMT_BP456	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q8N7Z2;A8MZA4;H0YM25	Q8N7Z2;A8MZA4;H0YM25	1;1;1	1;1;1	1;1;1	Golgin subfamily A member 6-like protein 1;Putative golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22	GOLGA6L1;GOLGA6L6;GOLGA6L22	sp|Q8N7Z2|GG6L1_HUMAN Golgin subfamily A member 6-like protein 1 OS=Homo sapiens OX=9606 GN=GOLGA6L1 PE=2 SV=3;sp|A8MZA4|GG6L6_HUMAN Golgin subfamily A member 6-like protein 6 OS=Homo sapiens OX=9606 GN=GOLGA6L6 PE=3 SV=4;sp|H0YM25|GG6LV_HUMAN Golgin subfa	3	1	1	1	1	1	1	1	1	1	1	1	1	83.068	668	668;724;810	2		2	0.0099083	1.2826	59371	65209	70854	67350	84858	70665	56260	64902	73996	67455	84882	68757	2	2	2	2	2	2	27243	36761	30780	37733	43563	34064	32129	28448	40074	29617	41295	36601	25847	36101	33081	37261	43641	33222	30413	28801	40915	30194	41241	35535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	161780000	71172000	90612000	2				24	20108	True	20133	57381;57382	59156;59157	59157		
B1AK53	B1AK53	1	1	1	Espin	ESPN	sp|B1AK53|ESPN_HUMAN Espin OS=Homo sapiens OX=9606 GN=ESPN PE=1 SV=1	1	1	1	1	1	0	1	0	1	0	0.9	0.9	0.9	91.732	854	854	2		1	0.007982	1.364	10295	12673	11770	16625	15603	12531	9761.5	12514	12644	16226	15778	12209	1	1	1	1	1	1	10295	12673	11770	16625	15603	12531	0	0	0	0	0	0	9761.5	12514	12644	16226	15778	12209	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0.9	0	6435200	6435200	0	1				25	17815	True	17836	50991	52642	52642		
CON__ENSEMBL:ENSBTAP00000016046	CON__ENSEMBL:ENSBTAP00000016046	1	1	1				1	1	1	1	1	0	1	0	1	0	2.3	2.3	2.3	77.456	706	706	2		1	0	4.0607	15721	12592	9837	12328	14284	12452	14876	12723	10641	12167	14350	12097	1	1	1	1	1	1	15721	12592	9837	12328	14284	12452	0	0	0	0	0	0	14876	12723	10641	12167	14350	12097	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	2.3	0	9177000	9177000	0	1			+	26	27136	True	27170	77085	79350	79350		
CON__ENSEMBL:ENSBTAP00000024146	CON__ENSEMBL:ENSBTAP00000024146	16	13	13				1	16	13	13	15	11	12	9	12	9	14.3	12.3	12.3	164.34	1477	1477	1.41	16	11	0	52.733	504420	376140	378940	401040	366480	313140	477170	383260	398810	395720	371680	304410	24	24	24	24	24	24	333740	215080	172090	251990	195880	146630	170680	161060	206850	149050	170600	166510	315550	221130	187050	244540	199630	143250	161620	162130	211770	151180	172050	161160	14	14	14	14	14	14	10	10	10	10	10	10	13.7	9	394530000	233640000	160880000	27			+	27	932;2240;2518;3640;5896;8514;8939;11535;11604;15731;16212;18891;20663;21370;26115;27252	True;True;False;True;True;True;True;True;True;True;False;True;False;True;True;True	923;2231;2504;3628;5892;8515;8941;11547;11616;15756;16241;18916;20689;21399;26146;27286	2592;6382;6383;6384;7097;10196;10197;16689;16690;16691;23983;23984;23985;25245;33120;33121;33309;45260;45261;45262;45263;46592;46593;46594;46595;46596;46597;46598;54144;54145;58852;58853;60762;60763;74156;77375;77376	2678;6580;6581;6582;7304;10470;10471;17220;17221;17222;24699;24700;24701;26009;34141;34142;34332;46794;46795;46796;46797;48154;48155;48156;48157;48158;48159;48160;48161;48162;48163;55886;55887;60646;60647;62593;62594;76337;79643;79644	2678;6580;7304;10471;17220;24699;26009;34141;34332;46797;48154;55886;60647;62593;76337;79644		
CON__ENSEMBL:ENSBTAP00000032840	CON__ENSEMBL:ENSBTAP00000032840	3	3	3				1	3	3	3	3	2	3	2	3	2	5.9	5.9	5.9	92.273	825	825	1.67	2	4	0	4.1879	29923	31185	37249	32700	47354	36061	28347	31167	38576	33057	47042	35197	3	4	5	6	6	5	19163	20972	21465	21246	29759	21629	10760	10213	15784	11454	17595	14433	18159	20855	22550	21323	29560	21155	10188	10312	16026	11735	17482	14042	2	2	3	3	3	3	1	2	2	3	3	2	5.9	3.9	19646000	10651000	8994300	6			+	28	1835;7492;13760	True;True;True	1827;7491;13779	5165;5166;5167;21095;39670;39671	5333;5334;5335;21693;40994;40995	5335;21693;40995		
CON__ENSEMBL:ENSBTAP00000038329	CON__ENSEMBL:ENSBTAP00000038329	1	1	1				1	1	1	1	1	1	1	1	1	1	15	15	15	8.5787	80	80	2		2	0	4.3337	69175	56672	65421	70365	64718	57885	65460	57470	68361	69375	65701	56183	2	2	2	2	2	2	37777	30523	23917	40858	32497	22218	31397	26149	41504	29507	32221	35667	35747	30823	26302	39475	33008	21787	29713	26647	42059	29900	32693	34396	1	1	1	1	1	1	1	1	1	1	1	1	15	15	44057000	26044000	18013000	2			+	29	16147	True	16176	46412;46413	47969;47970	47969		
CON__P00761	CON__P00761	6	6	6				1	6	6	6	6	6	6	6	6	6	39.4	39.4	39.4	24.409	231	231	1.4	37	25	0	48.361	2584600	2485500	2664300	2684500	2869300	2581200	2447600	2491800	2789400	2666500	2894300	2504800	80	80	79	80	80	80	1184600	1339200	1404800	1433200	1510900	1403600	1400000	1146300	1259500	1251200	1358400	1177600	1122700	1330200	1473300	1422200	1526400	1360700	1324800	1161600	1316000	1244300	1367900	1144200	41	41	41	41	41	41	39	39	38	39	39	39	39.4	39.4	82816000000	39924000000	42892000000	82			+	30	12147;15096;16686;21675;25571;25639	True;True;True;True;True;True	12160;12161;15118;16716;21704;25599;25667	34967;34968;34969;34970;34971;34972;34973;34974;34975;34976;34977;34978;34979;34980;34981;34982;43420;43421;43422;43423;43424;43425;43426;43427;43428;43429;43430;43431;43432;43433;43434;43435;43436;43437;47891;47892;47893;47894;47895;47896;47897;47898;47899;47900;61552;61553;72579;72580;72581;72582;72583;72584;72585;72586;72587;72588;72589;72765;72766;72767;72768;72769	36052;36053;36054;36055;36056;36057;36058;36059;36060;36061;36062;36063;36064;36065;36066;36067;36068;44872;44873;44874;44875;44876;44877;44878;44879;44880;44881;44882;44883;44884;44885;44886;44887;44888;44889;44890;44891;44892;44893;44894;44895;44896;44897;49468;49469;49470;49471;49472;49473;49474;49475;49476;49477;49478;63390;63391;74720;74721;74722;74723;74724;74725;74726;74727;74728;74729;74730;74731;74732;74733;74734;74735;74736;74737;74738;74739;74740;74918;74919;74920;74921;74922	36066;44881;49476;63390;74724;74918	0	94
CON__P00978	CON__P00978	3	2	2				1	3	2	2	2	2	1	1	1	1	9.7	7.7	7.7	39.234	352	352	1	2		0	3.2189	24895	34906	38705	29843	47744	36531	23625	34357	40095	30529	47298	35658	2	2	2	2	2	2	19404	29099	30571	25603	40632	30278	5490.3	5807.2	8133.9	4239.8	7111.7	6253.3	18424	28539	31867	26057	40235	29585	5201.6	5817.2	8227.9	4471.9	7062.9	6072.9	1	1	1	1	1	1	1	1	1	1	1	1	6.2	5.4	12221000	8992800	3227800	2			+	31	5267;23569;25159	False;True;True	5262;23593;25186	14918;14919;66752;71318	15370;15371;68741;73415	15371;68741;73415		
CON__P01966;P69905	CON__P01966	4;1	4;1	3;1				2	4	4	3	3	2	3	2	3	2	45.8	45.8	37.3	15.184	142	142;142	1.64	4	7	0	19.938	373530	277680	255600	293440	223460	218660	353340	282660	271420	287280	229690	211620	13	13	13	13	13	13	291550	187820	146280	219250	149170	130120	81976	89858	109320	74197	74290	88535	275660	193050	159450	212010	153830	126410	77680	89609	111970	75274	75855	85214	8	8	8	8	8	8	5	5	5	5	5	5	37.3	26.1	692180000	357330000	334840000	13			+	32	2583;17976;25338;26085	True;True;True;True	2569;25366;26116	7288;7289;7290;7291;7292;71917;71918;74068;74069;74070;74071	7502;7503;7504;7505;7506;7507;7508;74043;74044;76244;76245;76246;76247	7507;74043;76245		
CON__P48668;CON__P04259;CON__P02538;P48668;P04259;P02538;CON__P19013;P19013	CON__P48668;CON__P04259;CON__P02538;P48668;P04259;P02538	7;7;7;7;7;7;2;2	1;1;1;1;1;1;1;1	0;0;0;0;0;0;0;0	Keratin, type II cytoskeletal 6C;Keratin, type II cytoskeletal 6B;Keratin, type II cytoskeletal 6A	KRT6C;KRT6B;KRT6A	;;;sp|P48668|K2C6C_HUMAN Keratin, type II cytoskeletal 6C OS=Homo sapiens OX=9606 GN=KRT6C PE=1 SV=3;sp|P04259|K2C6B_HUMAN Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5;sp|P02538|K2C6A_HUMAN Keratin, type II cytoskeletal 6A OS	8	7	1	0	7	7	1	1	0	0	7.4	1.6	0	60.024	564	564;564;564;564;564;564;594;534	2		2	0.0016164	2.4407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4	7.4	0	0	0	0			+	33	2169;7661;7755;8212;18559;18560;28121	True;False;False;False;False;False;False	2161;7660;7755;8212;18581;18582;28157	6144;6145;21545;21546;21547;21548;21803;21804;21805;21806;23130;23131;23132;23133;23134;23135;23136;23137;53102;53103;53104;53105;53106;53107;53108;53109;53110;53111;53112;53113;53114;53115;53116;79943;79944;79945;79946;79947;79948;79949;79950	6328;6329;22155;22156;22157;22158;22413;22414;22415;22416;23811;23812;23813;23814;23815;23816;23817;23818;54791;54792;54793;54794;54795;54796;54797;54798;54799;54800;54801;54802;54803;54804;54805;82386;82387;82388;82389;82390;82391;82392;82393	6329;22155;22414;23816;54794;54797;82387		
CON__P02768-1;P02768	CON__P02768-1;P02768	38;38	35;35	35;35	Serum albumin	ALB	;sp|P02768|ALBU_HUMAN Serum albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2	2	38	35	35	37	33	34	31	34	31	65.7	61.9	61.9	69.366	609	609;609	1.52	73	80	0	187.11	4995500	5607500	6383800	5357700	6240200	5033400	4734300	5578900	6613400	5387600	6254400	4903200	154	154	154	154	154	154	2227300	3235200	3010600	3047700	2945200	2228800	2768200	2372300	3373200	2310000	3295000	2804600	2114300	3171600	3179300	3018600	2969900	2176500	2620100	2407300	3434100	2369000	3284500	2726700	79	79	79	79	79	79	75	75	75	75	75	75	65.4	61.9	11556000000	5894200000	5661800000	158			+	34	133;437;438;635;1704;2667;2879;2894;3478;4726;5240;5696;7378;8490;11193;13970;14217;14555;14594;15500;17009;17050;17784;18238;19715;20278;20600;21096;21233;21269;22246;23787;25335;26239;26240;26951;28334;28520	True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;False	130;429;430;627;1695;2654;2865;2880;3465;4718;5235;5692;7376;8491;11203;13990;14237;14576;14615;15524;17039;17080;17806;18260;19740;20303;20626;21123;21261;21298;22271;23811;25363;26270;26271;26985;28370;28557	322;323;324;325;326;327;328;329;1165;1166;1167;1168;1169;1170;1171;1172;1173;1174;1722;1723;1724;4806;4807;4808;4809;4810;7537;7538;7539;7540;7541;8098;8099;8100;8101;8102;8144;8145;8146;8147;8148;8149;9738;9739;9740;13317;13318;13319;13320;14846;14847;14848;14849;16094;16095;20743;20744;20745;20746;20747;20748;20749;23897;23898;32031;32032;32033;40229;40230;40861;40862;40863;41820;41970;41971;41972;41973;41974;44645;48830;48831;48832;48947;48948;48949;48950;48951;48952;48953;48954;50916;50917;50918;50919;50920;50921;50922;50923;52178;52179;52180;52181;56361;56362;57850;57851;57852;57853;57854;57855;57856;57857;57858;58683;58684;60032;60400;60401;60499;60500;60501;60502;60503;60504;60505;60506;63109;63110;63111;63112;63113;63114;67376;67377;67378;67379;71907;71908;71909;71910;71911;71912;74541;74542;74543;74544;74545;74546;74547;74548;74549;74550;76630;76631;80585;80586;80587;80588;80589;80590;80591;81171;81172;81173;81174;81175	327;328;329;330;331;332;333;334;1217;1218;1219;1220;1221;1222;1223;1224;1225;1226;1783;1784;1785;4962;4963;4964;4965;4966;4967;4968;4969;7762;7763;7764;7765;7766;8338;8339;8340;8341;8342;8384;8385;8386;8387;8388;8389;10000;10001;10002;13730;13731;13732;13733;15297;15298;15299;15300;16576;16577;21338;21339;21340;21341;21342;21343;21344;24611;24612;33019;33020;33021;41570;41571;42209;42210;42211;43191;43396;43397;43398;43399;43400;46154;50421;50422;50423;50543;50544;50545;50546;50547;50548;50549;50550;50551;52566;52567;52568;52569;52570;52571;52572;52573;53856;53857;53858;53859;58123;58124;59627;59628;59629;59630;59631;59632;59633;59634;59635;60476;60477;61852;61853;62226;62227;62326;62327;62328;62329;62330;62331;62332;62333;65025;65026;65027;65028;65029;65030;69401;69402;69403;69404;74033;74034;74035;74036;74037;74038;76725;76726;76727;76728;76729;76730;76731;76732;76733;76734;78891;78892;83040;83041;83042;83043;83044;83045;83046;83649;83650;83651;83652;83653	329;1217;1225;1784;4966;7765;8342;8384;10000;13732;15300;16576;21341;24611;33019;41571;42210;43191;43398;46154;50422;50544;52571;53859;58124;59635;60477;61853;62226;62331;65026;69403;74033;76729;76733;78891;83043;83649		
CON__P02769	CON__P02769	46	46	43				1	46	46	43	46	40	46	40	43	38	72	72	67.1	69.293	607	607	1.5	105	107	0	216.72	9334300	5940900	6558000	7040800	5776500	4404300	8825200	6140100	6866000	6923200	5872600	4299600	199	199	199	199	199	199	6366000	3154900	2622200	4599200	3293300	2072200	2968200	2786000	3935800	2441600	2483100	2332100	6014700	3329600	2874800	4429500	3359500	2039700	2810500	2810500	3991200	2493700	2513200	2259900	109	109	109	109	109	109	90	90	90	90	90	90	72	64.1	20067000000	11430000000	8636800000	201			+	35	2405;2880;2881;2894;2895;3309;3339;3480;3489;4054;4966;5239;5241;5242;7377;7626;8174;9889;11122;11199;11220;13969;14556;15033;15112;15532;15533;17008;17786;18239;18240;19716;19717;20277;20599;21097;21270;22244;22245;22539;23788;25234;26951;28333;28520;28564	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2392;2866;2867;2880;2881;3296;3326;3467;3476;4043;4959;5234;5236;5237;7375;7625;8174;9894;11132;11209;11230;13989;14577;15055;15134;15556;15557;17038;17808;18261;18262;19741;19742;20302;20625;21124;21299;22269;22270;22565;23812;25261;26985;28369;28557;28602	6794;8103;8104;8105;8106;8107;8108;8109;8110;8144;8145;8146;8147;8148;8149;8150;8151;8152;8153;8154;8155;8156;8157;9210;9211;9212;9213;9214;9215;9314;9315;9316;9317;9318;9319;9320;9321;9322;9745;9746;9747;9748;9749;9750;9751;9752;9753;9774;9775;9776;11392;11393;11394;14033;14034;14035;14036;14842;14843;14844;14845;14850;14851;14852;14853;14854;14855;14856;20738;20739;20740;20741;20742;21452;21453;21454;21455;21456;21457;21458;23028;23029;23030;28018;28019;28020;28021;28022;31783;31784;31785;31786;31787;31788;31789;31790;31791;31792;31793;32049;32107;32108;40227;40228;41821;41822;43206;43207;43208;43209;43210;43211;43212;43213;43214;43499;43500;43501;43502;43503;44720;44721;44722;44723;44724;44725;44726;44727;44728;48825;48826;48827;48828;48829;50925;50926;50927;50928;50929;52182;52183;52184;52185;52186;52187;52188;56363;56364;56365;56366;56367;57843;57844;57845;57846;57847;57848;57849;58681;58682;60033;60034;60035;60036;60507;60508;60509;60510;60511;60512;60513;60514;60515;63100;63101;63102;63103;63104;63105;63106;63107;63108;63982;63983;63984;67380;67381;67382;67383;67384;67385;71552;71553;76630;76631;80578;80579;80580;80581;80582;80583;80584;81171;81172;81173;81174;81175;81313;81314;81315;81316;81317	6998;8343;8344;8345;8346;8347;8348;8349;8350;8384;8385;8386;8387;8388;8389;8390;8391;8392;8393;8394;8395;8396;8397;9464;9465;9466;9467;9468;9469;9572;9573;9574;9575;9576;9577;9578;9579;9580;10007;10008;10009;10010;10011;10012;10013;10014;10015;10037;10038;10039;11681;11682;11683;14463;14464;14465;14466;15293;15294;15295;15296;15301;15302;15303;15304;15305;15306;15307;21333;21334;21335;21336;21337;22060;22061;22062;22063;22064;22065;22066;23704;23705;23706;28844;28845;28846;28847;28848;32755;32756;32757;32758;32759;32760;32761;32762;32763;32764;32765;33037;33095;33096;41568;41569;43192;43193;44642;44643;44644;44645;44646;44647;44648;44649;44650;44963;44964;44965;44966;44967;46238;46239;46240;46241;46242;46243;46244;46245;46246;50416;50417;50418;50419;50420;52575;52576;52577;52578;52579;53860;53861;53862;53863;53864;53865;53866;58125;58126;58127;58128;58129;59620;59621;59622;59623;59624;59625;59626;60474;60475;61854;61855;61856;61857;62334;62335;62336;62337;62338;62339;62340;62341;62342;65014;65015;65016;65017;65018;65019;65020;65021;65022;65023;65024;65905;65906;65907;69405;69406;69407;69408;69409;69410;73653;73654;78891;78892;83033;83034;83035;83036;83037;83038;83039;83649;83650;83651;83652;83653;83800;83801;83802;83803;83804	6998;8343;8347;8384;8394;9464;9576;10007;10037;11681;14465;15294;15302;15307;21333;22061;23704;28846;32763;33037;33095;41569;43192;44649;44966;46238;46244;50420;52576;53861;53866;58127;58129;59623;60475;61857;62339;65017;65021;65907;69410;73653;78891;83035;83649;83801		
CON__P04264;P04264;REV__P0DPB3;P0DPB3;REV__B3KU38;B3KU38	CON__P04264;P04264	14;14;1;1;1;1	11;11;1;1;1;1	9;9;0;0;0;0	Keratin, type II cytoskeletal 1	KRT1	;sp|P04264|K2C1_HUMAN Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6	6	14	11	9	11	14	8	11	7	9	21.4	19.9	17.5	66.017	644	644;644;487;487;563;563	1.49	18	17	0	33.434	588360	534760	670580	613460	618660	612840	557010	539340	693030	611140	627420	592890	43	43	43	43	43	43	306400	248630	273400	294040	286820	253940	281960	286130	397170	319420	331840	358910	289940	252110	286540	290390	290310	246560	267080	287230	406490	320760	337100	346330	19	19	19	19	19	19	24	24	24	24	24	24	16.3	21.4	1194700000	547840000	646820000	43			+	36	9492;10294;11757;14351;16009;18559;18560;20003;22126;22409;24231;25100;27713;28121	True;True;True;True;True;False;False;True;True;True;True;True;True;False	9497;10300;11769;14371;16038;18581;18582;20028;22153;22435;24256;25127;27749;28157	26896;29168;29169;33800;33801;41223;41224;41225;41226;41227;41228;41229;41230;41231;41232;46021;46022;53102;53103;53104;53105;53106;53107;53108;53109;53110;53111;53112;53113;53114;53115;53116;57124;57125;62799;63620;68692;68693;68694;71175;71176;71177;71178;78800;78801;78802;78803;78804;78805;78806;79943;79944;79945;79946;79947;79948;79949;79950	27700;30033;30034;34859;34860;42575;42576;42577;42578;42579;42580;42581;42582;42583;42584;42585;42586;42587;42588;42589;42590;42591;42592;42593;42594;42595;47577;47578;54791;54792;54793;54794;54795;54796;54797;54798;54799;54800;54801;54802;54803;54804;54805;58891;58892;64697;65542;70754;70755;70756;73272;73273;73274;73275;81222;81223;81224;81225;81226;81227;81228;82386;82387;82388;82389;82390;82391;82392;82393	27700;30034;34860;42585;47578;54794;54797;58891;64697;65542;70756;73272;81223;82387		
